Supplier,Supplier Industry,Supplier Country,Customer,Customer Industry,Customer Country,Relationship1,Relationship2,Relationship3
PACCAR Inc,Transportation Equipment,USA,Mineral Resources Ltd,Metals & Mining,Australia,suppliesTo,locatedIn,operatesIn
PACCAR Inc,Transportation Equipment,USA,Mineral Resources ltd,Metals & Mining,Australia,suppliesTo,locatedIn,operatesIn
Otter Tail Corp,Electric Utilities,USA,Nufarm Ltd,Chemicals,Australia,suppliesTo,locatedIn,operatesIn
Sempra,Electric Utilities,USA,Nufarm Ltd,Chemicals,Australia,suppliesTo,locatedIn,operatesIn
Coronado Global Resources Inc,Metals & Mining,USA,oPacific National Pty Ltd,Transportation & Logistics,Australia,suppliesTo,locatedIn,operatesIn
Coronado Global Resources Inc,Metals & Mining,USA,Pacific National Pty Ltd,Transportation & Logistics,Australia,suppliesTo,locatedIn,operatesIn
Enphase Energy Inc,Renewable Energy,USA,Rexel Group Australia Pty Ltd,Electrical Equipment,Australia,suppliesTo,locatedIn,operatesIn
Caterpillar Inc,Machinery,USA,Sandfire Resources Ltd,Metals & Mining,Australia,suppliesTo,locatedIn,operatesIn
Coronado Global Resources Inc,Metals & Mining,USA,Stanwell Corp Ltd,Electric Utilities,Australia,suppliesTo,locatedIn,operatesIn
Coronado Global Resources Inc,Metals & Mining,USA,WICET Holdings Pty Ltd,Metals & Mining,Australia,suppliesTo,locatedIn,operatesIn
Jacobs Solutions Inc,Engineering & Construction,USA,Yarra Valley Water Corp,Gas & Water Utilities,Australia,suppliesTo,locatedIn,operatesIn
Electricite de France SA,Electric Utilities,France,Energiefinanzierungs AG,Electric Utilities,Austria,suppliesTo,locatedIn,operatesIn
HOCHTIEF AG,Engineering & Construction,Germany,Wiener Linien GmbH & Co KG,Transportation & Logistics,Austria,suppliesTo,locatedIn,operatesIn
Sewon E&C Co Ltd,Electrical Equipment,South Korea,OMV AG,Oil & Gas Producers,Austria,suppliesTo,locatedIn,operatesIn
ABB Ltd,Electrical Equipment,Switzerland,OMV AG,Oil & Gas Producers,Austria,suppliesTo,locatedIn,operatesIn
Reliance Steel & Aluminum Co,Steel,Usa,AMAG Austria Metall AG,Metals & Mining,Austria,suppliesTo,locatedIn,operatesIn
OMV AG,Oil & Gas Producers,Austria,Borealis AG,Chemicals,Austria,suppliesTo,locatedIn,operatesIn
OMV AG,Oil & Gas Producers,Austria,Oesterreichische Post AG,Transportation & Logistics,Austria,suppliesTo,locatedIn,operatesIn
OMV AG,Oil & Gas Producers,Austria,Trans Austria Gasleitung GmbH,Gas & Water Utilities,Austria,suppliesTo,locatedIn,operatesIn
OMV AG,Oil & Gas Producers,Austria,Verbund AG,Electric Utilities,Austria,suppliesTo,locatedIn,operatesIn
Braskem SA,Chemicals,Brazil,Borealis AG,Chemicals,Austria,suppliesTo,locatedIn,operatesIn
GEM Co Ltd,Chemicals,China,Plansee SE,Industrial Intermediate Prod,Austria,suppliesTo,locatedIn,operatesIn
BAIC BluePark New Energy Technology Co Ltd,Automotive,China,Steyr Motors GmbH,Electrical Equipment,Austria,suppliesTo,locatedIn,operatesIn
TotalEnergies SE,Oil & Gas Producers,France,OMV AG,Oil & Gas Producers,Austria,suppliesTo,locatedIn,operatesIn
Volkswagen AG,Automotive,Germany,AMAG Austria Metall AG,Metals & Mining,Austria,suppliesTo,locatedIn,operatesIn
Salzgitter AG,Steel,Germany,ANDRITZ AG,Machinery,Austria,suppliesTo,locatedIn,operatesIn
ElringKlinger AG,Automotive,Germany,Benteler International AG,Automotive,Austria,suppliesTo,locatedIn,operatesIn
Bayerische Motoren Werke AG,Automotive,Germany,Rosenbauer International AG,Transportation Equipment,Austria,suppliesTo,locatedIn,operatesIn
Mercedes-Benz Group AG,Automotive,Germany,Rosenbauer International AG,Transportation Equipment,Austria,suppliesTo,locatedIn,operatesIn
thyssenkrupp AG,Steel,Germany,Strabag SE,Engineering & Construction,Austria,suppliesTo,locatedIn,operatesIn
Toyota Industries Corp,Automotive,Japan,Alcar Holding GmbH,Steel,Austria,suppliesTo,locatedIn,operatesIn
Toyota Industries Corp,Automotive,Japan,Oesterreichische Post AG,Transportation & Logistics,Austria,suppliesTo,locatedIn,operatesIn
ArcelorMittal SA,Steel,Luxembourg,voestalpine AG,Steel,Austria,suppliesTo,locatedIn,operatesIn
Norsk Hydro ASA,Metals & Mining,Norway,AMAG Austria Metall AG,Metals & Mining,Austria,suppliesTo,locatedIn,operatesIn
Equinor ASA,Oil & Gas Producers,Norway,OMV AG,Oil & Gas Producers,Austria,suppliesTo,locatedIn,operatesIn
Gazprom PJSC,Oil & Gas Producers,Russia,OMV AG,Oil & Gas Producers,Austria,suppliesTo,locatedIn,operatesIn
Novolipetsk Steel PJSC,Steel,Russia,OMV AG,Oil & Gas Producers,Austria,suppliesTo,locatedIn,operatesIn
Volvo AB,Transportation Equipment,Sweden,Rosenbauer International AG,Transportation Equipment,Austria,suppliesTo,locatedIn,operatesIn
Glencore PLC,Metals & Mining,Switzerland,Hammerer Aluminium Industries GmbH,Metals & Mining,Austria,suppliesTo,locatedIn,operatesIn
Holcim AG,Construction Materials,Switzerland,Strabag SE,Engineering & Construction,Austria,suppliesTo,locatedIn,operatesIn
Ju-Kao Engineering Co Ltd,Engineering & Construction,Taiwan,EBNER Industrieofenbau GmbH,Machinery,Austria,suppliesTo,locatedIn,operatesIn
Glencore PLC,Metals & Mining,United Kingdom,Hammerer Aluminium Industries GmbH,Metals & Mining,Austria,suppliesTo,locatedIn,operatesIn
BP PLC,Oil & Gas Producers,United Kingdom,OMV AG,Oil & Gas Producers,Austria,suppliesTo,locatedIn,operatesIn
BorgWarner Inc,Automotive,USA,Benteler International AG,Automotive,Austria,suppliesTo,locatedIn,operatesIn
Century Aluminum Co,Metals & Mining,USA,Hammerer Aluminium Industries GmbH,Metals & Mining,Austria,suppliesTo,locatedIn,operatesIn
AES Corp/The,Electric Utilities,USA,voestalpine AG,Steel,Austria,suppliesTo,locatedIn,operatesIn
Sempra,Electric Utilities,USA,voestalpine AG,Steel,Austria,suppliesTo,locatedIn,operatesIn
WEC Energy Group Inc,Electric Utilities,USA,voestalpine AG,Steel,Austria,suppliesTo,locatedIn,operatesIn
Gazprom PJSC,Oil & Gas Producers,Russia,State Oil Co of the Azerbaijan Republic:,Oil & Gas Producers,Azerbaijan,suppliesTo,locatedIn,operatesIn
Rosneft Oil Co PJSC,Oil & Gas Producers,Russia,State Oil Co of the Azerbaijan Republic:,Oil & Gas Producers,Azerbaijan,suppliesTo,locatedIn,operatesIn
Gazprom PJSC,Oil & Gas Producers,Russia,Oil and Gas Holding Co BSCC/The,Oil & Gas Producers,Bahrain,suppliesTo,locatedIn,operatesIn
Samsung C&T Corp,Engineering & Construction,South Korea,Bahrain LNG WLL,Oil & Gas Producers,Bahrain,suppliesTo,locatedIn,operatesIn
Samsung Electronics Co Ltd,Technology Hardware,South Korea,Bahrain LNG WLL,Oil & Gas Producers,Bahrain,suppliesTo,locatedIn,operatesIn
Panasonic Holdings Corp,Technology Hardware,Japan,ACI Ltd,Automotive,Bangladesh,suppliesTo,locatedIn,operatesIn
Tulachermet PAO,Metals & Mining,Russia,Belorusskaya Gorno Metallurgicheskaya Kompaniya OAO,Steel,Belarus,suppliesTo,locatedIn,operatesIn
TGC-1 PJSC,Electric Utilities,Russia,Giprospetsgaz OAO,Engineering & Construction,Belarus,suppliesTo,locatedIn,operatesIn
Siemens AG,Diversified Industrials,Germany,Giprospetsgaz OAO,Engineering & Construction,Belarus,suppliesTo,locatedIn,operatesIn
Industrias CH SAB de CV,Steel,Mexico,Bekaert SA,Industrial Intermediate Prod,Belgium,suppliesTo,locatedIn,operatesIn
NOW Inc,Oil & Gas Services & Equip,Usa,Solvay SA,Chemicals,Belgium,suppliesTo,locatedIn,operatesIn
CMOC Group Ltd,Metals & Mining,China,Umicore SA,Chemicals,Belgium,suppliesTo,locatedIn,operatesIn
Ganfeng Lithium Group Co Ltd,Chemicals,China,Umicore SA,Chemicals,Belgium,suppliesTo,locatedIn,operatesIn
GEM Co Ltd,Chemicals,China,Umicore SA,Chemicals,Belgium,suppliesTo,locatedIn,operatesIn
Veolia Environnement SA,Gas & Water Utilities,France,Solvay SA,Chemicals,Belgium,suppliesTo,locatedIn,operatesIn
Toyota Industries Corp,Automotive,Japan,bpost SA,Transportation & Logistics,Belgium,suppliesTo,locatedIn,operatesIn
Chemiprokasei Kaisha Ltd,Chemicals,Japan,Solvay SA,Chemicals,Belgium,suppliesTo,locatedIn,operatesIn
Mitsubishi Chemical Group Corp,Chemicals,Japan,Solvay SA,Chemicals,Belgium,suppliesTo,locatedIn,operatesIn
Sanoh Industrial Co Ltd,Automotive,Japan,Solvay SA,Chemicals,Belgium,suppliesTo,locatedIn,operatesIn
JTEKT Corp,Automotive,Japan,Van Hool NV,Transportation Equipment,Belgium,suppliesTo,locatedIn,operatesIn
Gazprom PJSC,Oil & Gas Producers,Russia,Mytilineos SA,Electric Utilities,Belgium,suppliesTo,locatedIn,operatesIn
KG Eco Technology Service Co Ltd,Electric Utilities,South Korea,Umicore SA,Chemicals,Belgium,suppliesTo,locatedIn,operatesIn
Wooshin Systems Co Ltd,Automotive,South Korea,Volvo Car Belgium NV,Automotive,Belgium,suppliesTo,locatedIn,operatesIn
Air Liquide SA,Chemicals,Spain,Solvay SA,Chemicals,Belgium,suppliesTo,locatedIn,operatesIn
Glencore PLC,Metals & Mining,Switzerland,Umicore SA,Chemicals,Belgium,suppliesTo,locatedIn,operatesIn
Glencore PLC,Metals & Mining,United Kingdom,Umicore SA,Chemicals,Belgium,suppliesTo,locatedIn,operatesIn
NextEra Energy Inc Inc,Electric Utilities,USA,Nyrstar NV,Metals & Mining,Belgium,suppliesTo,locatedIn,operatesIn
Sempra,Electric Utilities,USA,Solvay SA,Chemicals,Belgium,suppliesTo,locatedIn,operatesIn
NextEra Energy Inc Inc,Electric Utilities,USA,Titan Cement International SA,Construction Materials,Belgium,suppliesTo,locatedIn,operatesIn
Albemarle Corp,Chemicals,USA,Umicore SA,Chemicals,Belgium,suppliesTo,locatedIn,operatesIn
JFE Holdings Inc,Steel,Japan,DHT Holdings Inc,Transportation & Logistics,Bermuda,suppliesTo,locatedIn,operatesIn
Sunwoda Electronic Co Ltd,Technology Hardware,China,Wuling Motors Holdings Ltd,Automotive,Bermuda,suppliesTo,locatedIn,operatesIn
Magna International Inc,Automotive,Canada,Brilliance China Automotive Holdings Ltd,Automotive,Bermuda,suppliesTo,locatedIn,operatesIn
Xinchen China Power Holdings Ltd,Automotive,Cayman Islands,Brilliance China Automotive Holdings Ltd,Automotive,Bermuda,suppliesTo,locatedIn,operatesIn
Zhejiang Kingland Pipeline & Technologies Co Ltd,Steel,China,Beijing Enterprises Water Group Ltd,Gas & Water Utilities,Bermuda,suppliesTo,locatedIn,operatesIn
China Petroleum & Chemical Corp,Oil & Gas Producers,China,Binhai Investment Co Ltd,Gas & Water Utilities,Bermuda,suppliesTo,locatedIn,operatesIn
Contemporary Amperex Technology Co Ltd,Automotive,China,Brilliance China Automotive Holdings Ltd,Automotive,Bermuda,suppliesTo,locatedIn,operatesIn
China Nonferrous Metal Mining Group Co Ltd,Metals & Mining,China,China Daye Non-Ferrous Metals Mining Ltd,Metals & Mining,Bermuda,suppliesTo,locatedIn,operatesIn
Shandong Humon Smelting Co Ltd,Metals & Mining,China,China Daye Non-Ferrous Metals Mining Ltd,Metals & Mining,Bermuda,suppliesTo,locatedIn,operatesIn
TCL Technology Group Corp,Technology Hardware,China,China Display Optoelectronics Technology Holdings Ltd,Technology Hardware,Bermuda,suppliesTo,locatedIn,operatesIn
Inner Mongolia ERDOS Resources Co Ltd,Metals & Mining,China,China Gas Holdings Ltd,Gas & Water Utilities,Bermuda,suppliesTo,locatedIn,operatesIn
Zhejiang Kingland Pipeline & Technologies Co Ltd,Steel,China,China Gas Holdings Ltd,Gas & Water Utilities,Bermuda,suppliesTo,locatedIn,operatesIn
Zhejiang Kingland Pipeline & Technologies Co Ltd,Steel,China,China Water Affairs Group Ltd,Gas & Water Utilities,Bermuda,suppliesTo,locatedIn,operatesIn
Shanghai Electric Power Co Ltd,Electric Utilities,China,GCL New Energy Holdings Ltd,Electric Utilities,Bermuda,suppliesTo,locatedIn,operatesIn
Hubei Energy Group Co Ltd,Electric Utilities,China,Kunlun Energy Co Ltd,Gas & Water Utilities,Bermuda,suppliesTo,locatedIn,operatesIn
Zhejiang Kingland Pipeline & Technologies Co Ltd,Steel,China,Kunlun Energy Co Ltd,Gas & Water Utilities,Bermuda,suppliesTo,locatedIn,operatesIn
Hubei Kailong Chemical Group Co Ltd,Chemicals,China,Sinofert Holdings Ltd,Chemicals,Bermuda,suppliesTo,locatedIn,operatesIn
Inner Mongolia Yuan Xing Energy Co Ltd,Chemicals,China,Sinofert Holdings Ltd,Chemicals,Bermuda,suppliesTo,locatedIn,operatesIn
Jiangsu Lianyungang Port Co Ltd,Transportation & Logistics,China,Sinofert Holdings Ltd,Chemicals,Bermuda,suppliesTo,locatedIn,operatesIn
Farasis Energy Gan Zhou Co Ltd,Automotive,China,Wuling Motors Holdings Ltd,Automotive,Bermuda,suppliesTo,locatedIn,operatesIn
Ecopetrol SA,Oil & Gas Producers,Colombia,Mansarovar Energy Colombia Ltd,Oil & Gas Producers,Bermuda,suppliesTo,locatedIn,operatesIn
Renault SA,Automotive,France,Brilliance China Automotive Holdings Ltd,Automotive,Bermuda,suppliesTo,locatedIn,operatesIn
Renault SA,Automotive,France,Skyworth Group Ltd,Technology Hardware,Bermuda,suppliesTo,locatedIn,operatesIn
Renault SA,Automotive,France,Wejo Group Ltd,Technology Services,Bermuda,suppliesTo,locatedIn,operatesIn
BASF SE,Chemicals,Germany,Axalta Coating Systems Ltd,Chemicals,Bermuda,suppliesTo,locatedIn,operatesIn
Schaeffler AG,Automotive,Germany,Brilliance China Automotive Holdings Ltd,Automotive,Bermuda,suppliesTo,locatedIn,operatesIn
thyssenkrupp AG,Steel,Germany,China Yuchai International Ltd,Machinery,Bermuda,suppliesTo,locatedIn,operatesIn
Citra Tubindo Tbk PT,Steel,Indonesia,Conocophillips Kuma Ltd,Oil & Gas Services & Equip,Bermuda,suppliesTo,locatedIn,operatesIn
Eni SpA,Oil & Gas Producers,Italy,Bonny Gas Transport Ltd,Transportation & Logistics,Bermuda,suppliesTo,locatedIn,operatesIn
Asahi Kasei Corp,Chemicals,Japan,Axalta Coating Systems Ltd,Chemicals,Bermuda,suppliesTo,locatedIn,operatesIn
Toyoda Gosei Co Ltd,Automotive,Japan,Brilliance China Automotive Holdings Ltd,Automotive,Bermuda,suppliesTo,locatedIn,operatesIn
Toyota Motor Corp,Automotive,Japan,Jardine Strategic Holdings Ltd,Automotive,Bermuda,suppliesTo,locatedIn,operatesIn
Nippon Coke & Engineering Co Ltd,Metals & Mining,Japan,Noble Group Ltd,Metals & Mining,Bermuda,suppliesTo,locatedIn,operatesIn
Grupo Pochteca SAB de CV,Chemicals,Mexico,Axalta Coating Systems Ltd,Chemicals,Bermuda,suppliesTo,locatedIn,operatesIn
Stellantis NV,Automotive,Netherlands,CCT Fortis Holdings Ltd,Technology Hardware,Bermuda,suppliesTo,locatedIn,operatesIn
Samsung Heavy Industries Co Ltd,Transportation Equipment,South Korea,Golar LNG Ltd,Oil & Gas Producers,Bermuda,suppliesTo,locatedIn,operatesIn
Eternal Materials Co Ltd,Chemicals,Taiwan,Axalta Coating Systems Ltd,Chemicals,Bermuda,suppliesTo,locatedIn,operatesIn
Sempra,Electric Utilities,USA,Axalta Coating Systems Ltd,Chemicals,Bermuda,suppliesTo,locatedIn,operatesIn
Dana Inc,Automotive,USA,Brilliance China Automotive Holdings Ltd,Automotive,Bermuda,suppliesTo,locatedIn,operatesIn
Autoliv Inc,Automotive,USA,Wuling Motors Holdings Ltd,Automotive,Bermuda,suppliesTo,locatedIn,operatesIn
GE Power India Ltd,Engineering & Construction,India,Druk Green Power Corp Ltd,Electric Utilities,Bhutan,suppliesTo,locatedIn,operatesIn
GE Power India Ltd,Engineering & Construction,India,JP Elektroprivreda BIH dd Sarajevo,Electric Utilities,Bosnia And Herzegovina,suppliesTo,locatedIn,operatesIn
Canadian Solar Inc,Renewable Energy,Canada,Usinas Siderurgicas de Minas Gerais SA USIMINAS,Steel,Brazil,suppliesTo,locatedIn,operatesIn
Teck Resources Ltd,Metals & Mining,Canada,Usinas Siderurgicas de Minas Gerais SA USIMINAS,Steel,Brazil,suppliesTo,locatedIn,operatesIn
Siemens AG,Diversified Industrials,Germany,PRIO SA/Brazil,Oil & Gas Producers,Brazil,suppliesTo,locatedIn,operatesIn
Sejong Industrial Co Ltd,Automotive,South Korea,Marelli Sistemas Automotivos Industria e Comercio Brasil Ltda,Automotive,Brazil,suppliesTo,locatedIn,operatesIn
Newmont Corp,Metals & Mining,USA,Cia de Minas Bueraaventura SM,Metals & Mining,Brazil,suppliesTo,locatedIn,operatesIn
Xcoal Energy & Resources LLC,Metals & Mining,USA,Usinas Siderurgicas de Minas Gerais SA USIMINAS,Steel,Brazil,suppliesTo,locatedIn,operatesIn
Usinas Siderurgicas de Minas Gerais SA USIMINAS,Steel,Brazil,Centrais Eletricas Brasileiras SA,Electric Utilities,Brazil,suppliesTo,locatedIn,operatesIn
Usinas Siderurgicas de Minas Gerais SA USIMINAS,Steel,Brazil,MRS Logistica SA,Transportation & Logistics,Brazil,suppliesTo,locatedIn,operatesIn
PRIO SA/Brazil,Oil & Gas Producers,Brazil,Petroleo Brasileiro SA,Oil & Gas Producers,Brazil,suppliesTo,locatedIn,operatesIn
Alco Ltd/Canada,Electric Utilities,Canada,Bechtel Corp,Engineering & Construction,Brazil,suppliesTo,locatedIn,operatesIn
Vallourec SACA,Steel,France,Cia Siderurgica Nacional SA,Steel,Brazil,suppliesTo,locatedIn,operatesIn
Vallourec SACA,Steel,France,Vale SA,Metals & Mining,Brazil,suppliesTo,locatedIn,operatesIn
Kyushu Electric Power Co Inc,Electric Utilities,Japan,Mahle Metal Leve SA,Automotive,Brazil,suppliesTo,locatedIn,operatesIn
Industrias CH SAB de CV,Steel,Mexico,Cia Siderurgica Nacional SA,Steel,Brazil,suppliesTo,locatedIn,operatesIn
Industrias CH SAB de CV,Steel,Mexico,WEG SA,Machinery,Brazil,suppliesTo,locatedIn,operatesIn
ABB Ltd,Electrical Equipment,Switzerland,Braskem SA,Chemicals,Brazil,suppliesTo,locatedIn,operatesIn
ABB Ltd,Electrical Equipment,Switzerland,PRIO SA/Brazil,Oil & Gas Producers,Brazil,suppliesTo,locatedIn,operatesIn
Reliance Steel & Aluminum Co,Steel,Usa,Embraer SA,Aerospace & Defense,Brazil,suppliesTo,locatedIn,operatesIn
Transportadora Gas del Norte SA,Gas & Water Utilities,Argentina,Engie Brasil Energia SA,Electric Utilities,Brazil,suppliesTo,locatedIn,operatesIn
BHP Group Ltd,Metals & Mining,Australia,Cia Siderurgica Nacional SA,Steel,Brazil,suppliesTo,locatedIn,operatesIn
Jellinbah Group Pty Ltd,Metals & Mining,Australia,Usinas Siderurgicas de Minas Gerais SA USIMINAS,Steel,Brazil,suppliesTo,locatedIn,operatesIn
AMAG Austria Metall AG,Metals & Mining,Austria,Embraer SA,Aerospace & Defense,Brazil,suppliesTo,locatedIn,operatesIn
voestalpine AG,Steel,Austria,Embraer SA,Aerospace & Defense,Brazil,suppliesTo,locatedIn,operatesIn
Braskem SA,Chemicals,Brazil,Borealis Brasil SA,Chemicals,Brazil,suppliesTo,locatedIn,operatesIn
Centrais Eletricas Brasileiras SA,Electric Utilities,Brazil,Braskem SA,Chemicals,Brazil,suppliesTo,locatedIn,operatesIn
JSL SA,Transportation & Logistics,Brazil,Braskem SA,Chemicals,Brazil,suppliesTo,locatedIn,operatesIn
Petroleo Brasileiro SA,Oil & Gas Producers,Brazil,Braskem SA,Chemicals,Brazil,suppliesTo,locatedIn,operatesIn
Ultrapar Participacoes SA,Oil & Gas Producers,Brazil,Braskem SA,Chemicals,Brazil,suppliesTo,locatedIn,operatesIn
Centrais Eletricas Brasileiras SA,Electric Utilities,Brazil,Camara de Comercializacao de Energia Eletrica-CCEE,Electric Utilities,Brazil,suppliesTo,locatedIn,operatesIn
Vale SA,Metals & Mining,Brazil,Cia Coreano Brasileira de Pelotizacao-Kobrasco,Metals & Mining,Brazil,suppliesTo,locatedIn,operatesIn
Centrais Eletricas Brasileiras SA,Electric Utilities,Brazil,Cia de Ferro Ligas da Bahia FERBASA,Metals & Mining,Brazil,suppliesTo,locatedIn,operatesIn
MRS Logistica SA,Transportation & Logistics,Brazil,Cia Siderurgica Nacional SA,Steel,Brazil,suppliesTo,locatedIn,operatesIn
Ultrapar Participacoes SA,Oil & Gas Producers,Brazil,Cia Siderurgica Nacional SA,Steel,Brazil,suppliesTo,locatedIn,operatesIn
Vale SA,Metals & Mining,Brazil,Cia Siderurgica Nacional SA,Steel,Brazil,suppliesTo,locatedIn,operatesIn
Petroleo Brasileiro SA,Oil & Gas Producers,Brazil,Cosan SA,Oil & Gas Producers,Brazil,suppliesTo,locatedIn,operatesIn
Braskem SA,Chemicals,Brazil,Fabrica Carioca de Catalisadores SA,Chemicals,Brazil,suppliesTo,locatedIn,operatesIn
MRS Logistica SA,Transportation & Logistics,Brazil,Gerdau SA,Steel,Brazil,suppliesTo,locatedIn,operatesIn
Petroleo Brasileiro SA,Oil & Gas Producers,Brazil,Gerdau SA,Steel,Brazil,suppliesTo,locatedIn,operatesIn
Centrais Eletricas Brasileiras SA,Electric Utilities,Brazil,Light S/N,Electric Utilities,Brazil,suppliesTo,locatedIn,operatesIn
Cia Siderurgica Nacional SA,Steel,Brazil,MRS Logistica SA,Transportation & Logistics,Brazil,suppliesTo,locatedIn,operatesIn
